#ACoolDataset - List of Active
﻿LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0000001436-0271-1,SP PLUS CORPORATION,#81677,6200 CANOGA AVENUE,WOODLAND HILLS,91367-2450,6200 CANOGA 91367-2450,3470 WILSHIRE BLVD SUITE #400,LOS ANGELES,90010-2207,812930,Parking lots & garages,3,12/31/2011,,"(34.1828, -118.5973)"
0000001436-0280-0,SP PLUS CORPORATION,,16133 VENTURA BLVD,ENCINO,91436-2403,16133 VENTURA 91436-2403,3470 WILSHIRE BLVD SUITE #400,LOS ANGELES,90010-2207,812930,Parking lots & garages,5,04/01/2013,,"(34.1565, -118.4847)"
0000001436-0285-1,SP PLUS CORPORATION,LOT #80880,16530 VENTURA BLVD,ENCINO,91436-4554,16530 VENTURA 91436-4554,3470 WILSHIRE BLVD SUITE #400,LOS ANGELES,90010-2207,812930,Parking lots & garages,5,10/01/2003,,"(34.1576, -118.493)"
0000001436-0287-7,SP PLUS CORPORATION,#80995,16027 VENTURA BLVD,ENCINO,91436-2728,16027 VENTURA 91436-2728,3470 WILSHIRE BLVD SUITE #400,LOS ANGELES,90010-2207,,,5,01/01/2004,,"(34.1561, -118.482)"
0000001436-0295-8,SP PLUS CORPORATION,#81663,5200 LANKERSHIM BLVD,NORTH HOLLYWOOD,91601-3155,5200 LANKERSHIM 91601-3155,3470 WILSHIRE BLVD SUITE #400,LOS ANGELES,90010-2207,812930,Parking lots & garages,2,08/01/2008,,"(34.1649, -118.3746)"
0000001436-0303-2,SP PLUS CORPORATION,#42490,21900 BURBANK BLVD,WOODLAND HILLS,91367-6469,21900 BURBANK 91367-6469,3470 WILSHIRE BLVD SUITE #400,LOS ANGELES,90010-2207,812930,Parking lots & garages,3,05/01/2015,,"(34.172, -118.6041)"
0000001442-0001-2,A NATURAL HEALING CENTER INC.,,10142 RIVERSIDE DRIVE,TOLUCA LAKE,91602-2532,10142 RIVERSIDE 91602-2532,,,,621310,Offices of chiropractors,4,01/15/1992,,"(34.1522, -118.3518)"
0000001448-0001-0,JON MARTIN TEBOE,JON TEBOE PRODUCTION,12065 CRYSTAL GLEN WAY,NORTHRIDGE,91326-3819,12065 CRYSTAL GLEN 91326,,,,512100,Motion picture & video industries (except video rental),12,01/01/2001,,"(34.2929, -118.5586)"
0000001454-0001-5,BETHE PILCH,BETHE PILCH DESIGN,19512 BRAEWOOD DRIVE,TARZANA,91356-5610,19512 BRAEWOOD 91356-5610,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",3,03/07/2002,,"(34.1395, -118.5574)"
0000001455-0001-0,KEVIN CARR,HI DEF-TV PRODUCTIONS,7267 PONDERA CIRCLE,WEST HILLS,91307-1330,7267 PONDERA 91307-1330,,,,512100,Motion picture & video industries (except video rental),12,04/01/2001,,"(34.2014, -118.6432)"
0000001458-0001-3,EVELYN PANTOJAS,,8900 BURNET AVENUE #114,NORTH HILLS,91343-2385,8900 BURNET 91343-2385,,,,561500,Travel arrangement & reservation services,7,01/01/2000,,"(34.2319, -118.4632)"
0000001468-0001-7,L'CANON CLUB APARTMENTS CORP,,9700 LAUREL CANYON BLVD,ARLETA,91331-4128,9700 LAUREL CANYON 91331-4128,,,,,,7,01/01/2007,,"(34.2459, -118.4185)"
0000001478-0003-7,AIDS HEALTHCARE FOUNDATION INC,OUT OF THE CLOSET OF NORTH HOLLYWOOD,4227 LANKERSHIM BLVD,NORTH HOLLYWOOD,91602-2856,4227 LANKERSHIM 91602-2856,6255 W SUNSET BLVD FLOOR #21,LOS ANGELES,90028-7422,423990,Other miscellaneous durable goods,4,05/03/2013,,"(34.1466, -118.3635)"
0000001489-0001-9,JEWISH NATIONAL FUND KEREN KAYAEMETH LEISRAEL INC,,6700 FALLBROOK AVENUE #201,WEST HILLS,91307-3545,6700 FALLBROOK 91307-3545,42 E 69TH STREET,NEW YORK,10021-5003,561500,Travel arrangement & reservation services,12,11/01/1991,,"(34.1921, -118.6233)"
0000001505-0001-0,JEROME STEINBAUM EUGENE CHAN ET AL,CASA BIEN ASSOCIATES,12747 MERCER STREET,PACOIMA,91331-1301,12747 MERCER 91331-1301,15910 VENTURA BLVD ##1400,ENCINO,91436-2832,531100,Lessors of real estate (including mini warehouses & self-storage units),7,01/01/1974,,"(34.2774, -118.4101)"
0000001511-0001-5,LOS ANGELES CHILD CARE & DEVELOPMENT COUNCIL INC,,148 PARTHENIA STREET,PANORAMA CITY,91402-,148 PARTHENIA 91402,2701 N MAIN STREET,LOS ANGELES,90031-3320,624410,Child day care services,0,12/01/1991,,
0000001512-0001-0,ASTORIA RETIREMENT CENTER INC,,14060 ASTORIA STREET,SYLMAR,91342-2949,14060 ASTORIA 91342-2949,,,,721310,Rooming & boarding houses,7,09/01/1974,,"(34.3107, -118.4396)"
0000001515-0001-3,LOS ANGELES CHILD CARE & DEVELOPMENT COUNCIL INC,,7446 ALABAMA AVENUE,CANOGA PARK,91303-1304,7446 ALABAMA 91303-1304,2701 N MAIN STREET,LOS ANGELES,90031-3320,624410,Child day care services,0,12/01/1991,,
0000001519-0001-1,JAMES GLEASON,,5932 BECKFORD AVENUE,TARZANA,91356-1105,5932 BECKFORD 91356-1105,,,,,,3,01/01/1999,,"(34.1783, -118.5514)"
0000001520-0001-4,LOS ANGELES CHILD CARE & DEVELOPMENT COUNCIL INC,,8735 LAUREL CANYON BLVD,SUN VALLEY,91352-2962,8735 LAUREL CANYON 91352-2962,2701 N MAIN STREET,LOS ANGELES,90031-3320,624410,Child day care services,6,12/01/1991,,"(34.2282, -118.3997)"
0000001542-0001-1,CALIFORNIA CHILDRENS ACADEMY,SAN FERNANDO GARDENS,10896 LEHIGH AVENUE,PACOIMA,91331-2584,10896 LEHIGH 91331-2584,2701 N MAIN STREET,LOS ANGELES,90031-3320,624410,Child day care services,7,12/01/1991,,"(34.2688, -118.4158)"
0000001543-0001-5,CALIFORNIA CHILDREN'S ACADEMY,,7817 LANKERSHIM BLVD,NORTH HOLLYWOOD,91605-2523,7817 LANKERSHIM 91605-2523,,,,624410,Child day care services,6,12/01/1991,,
0000001584-0001-4,APS WATER SERVICES CORPORATION,,7320 VALJEAN AVENUE,VAN NUYS,91406-3413,7320 VALJEAN 91406-3413,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",6,01/01/1992,,"(34.2036, -118.4859)"
0000001601-0001-0,MYSTERY TRAIN INC,,12849 MILBANK STREET,STUDIO CITY,91604-1354,12849 MILBANK 91604-1354,12849 MILBANK STREET,STUDIO CITY,91604-1354,512100,Motion picture & video industries (except video rental),2,01/01/1999,,"(34.1532, -118.4126)"
0000001622-0001-1,YARON ZARAFSHAN,A TO Z NETWORKING,17421 COLLINS STREET,ENCINO,91316-1310,17421 COLLINS 91316-1310,,,,561500,Travel arrangement & reservation services,5,04/19/2000,,"(34.1738, -118.5126)"
0000001639-0001-7,SAN FERNANDO VALLEY COMMUNITY MENTAL HEALTH CENTER INC,THERAPEUTIC BEHAVIORAL SERVICES,14412 HAMLIN STREET,VAN NUYS,91401-1409,14412 HAMLIN 91401-1409,6842 VAN NUYS BLVD FLOOR #6TH,VAN NUYS,91405-4650,621400,Outpatient  care centers,6,01/01/2001,,"(34.1886, -118.4467)"
0000001640-0001-0,SAN FERNANDO VALLEY YOUTH CHORUS,,22700 SHERMAN WAY,CANOGA PARK,91307-2332,22700 SHERMAN 91307-2332,,,,512200,Sound recording industries,12,12/29/1999,,"(34.2009, -118.6212)"
0000001645-0001-2,THE CLYDE & MARY LOU PORTER FOUNDATION,,7242 OWENSMOUTH AVENUE,CANOGA PARK,91303-1529,7242 OWENSMOUTH 91303-1529,6024 WILLIAM BENT ROAD,HIDDEN HILLS,91302-1247,512200,Sound recording industries,3,07/20/2000,,"(34.2018, -118.6015)"
0000001648-0001-6,MATRIX INSTITUTE ON ADDICTIONS,,20350 VENTURA BLVD #230,WOODLAND HILLS,91364-2487,20350 VENTURA 91364-2487,,,,541600,"Management, scientific, & technical consulting services",3,03/16/1992,,"(34.1691, -118.5759)"
0000001653-0001-7,WOODCOCK HOUSING FOUNDATION,,13655 WOODCOCK AVENUE,SYLMAR,91342-1146,13655 WOODCOCK 91342-1146,7630 GLORIA AVENUE,VAN NUYS,91406-1805,721310,Rooming & boarding houses,7,11/06/1997,,
0000001662-0001-6,MARY L ARCHER,,15735 NORDHOFF STREET #29,NORTH HILLS,91343-3157,15735 NORDHOFF 91343-3157,,,,541310,Architectural services,12,01/01/1991,,"(34.2355, -118.4752)"
0000001664-0001-5,WHITE OAK HOUSING FOUNDATION,,9201 WHITE OAK AVENUE,NORTHRIDGE,91325-2335,9201 WHITE OAK 91325,7630 GLORIA AVENUE,VAN NUYS,91406-1805,721310,Rooming & boarding houses,12,11/06/1997,,"(34.2381, -118.5199)"
0000001667-0001-9,OSCAR HOUSING FOUNDATION,,18509 SAN FERNANDO MISSION BLVD,NORTHRIDGE,91326-2434,18509 SAN FERNANDO MISSION 91326-2434,7630 GLORIA AVENUE,VAN NUYS,91406-1805,721310,Rooming & boarding houses,12,03/23/1999,,"(34.2717, -118.5362)"
0000001671-0001-5,FOUNDATION FOR AFFORDABLE HOUSING III INC,,20234 ROSCOE BLVD,WINNETKA,91306-1679,20234 ROSCOE 91306-1679,30950 RANCHO VIEJO ROAD #100,SAN JUAN CAPISTRANO,92675-1767,531100,Lessors of real estate (including mini warehouses & self-storage units),3,03/11/1994,,"(34.2201, -118.5739)"
0000001681-0001-9,LATIN AMERICAN CIVIC ASSOICATION OF THE SAN FERNANDO VALLEY,,15550 RAYEN STREET,NORTH HILLS,91343-5044,15550 RAYEN 91343-5044,340 PARKSIDE DRIVE,SAN FERNANDO,91340-3035,531100,Lessors of real estate (including mini warehouses & self-storage units),6,06/10/1992,,"(34.2319, -118.4714)"
0000001759-0001-2,GUCCIANO L TATARIA,GUCCIANO GENERAL BUILDING CONTRACTOR,17328 VENTURA BLVD #246,ENCINO,91316-3904,17328 VENTURA 91316-3904,,,,,,5,01/19/2012,,"(34.1609, -118.5103)"
0000001762-0001-4,JESUS R ROMERO,LEAD EXECUTIVE SEARCH,6260 ZELZAH AVENUE,ENCINO,91316-7150,6260 ZELZAH 91316-7150,,,,,,5,08/19/2000,,"(34.1833, -118.5229)"
0000001766-0001-2,DISABILITY RIGHTS CALIFORNIA,OFFICE OF CLIENTS' RIGHTS ADVOCACY,15400 SHERMAN WAY #300,VAN NUYS,91406-4272,15400 SHERMAN 91406-4272,100 HOWE AVENUE SUITE #185N,SACRAMENTO,95825-8219,624100,Individual & family services,6,08/08/1996,,"(34.2011, -118.4684)"
0000001796-0001-3,SAN FERNANDO VALLEY COMMUNITY MENTAL HEALTH CENTERS INC,,6930 BEVIS AVENUE,VAN NUYS,91405-3844,6930 BEVIS 91405-3844,6931 VAN NUYS BLVD #3 FL,VAN NUYS,91405-3937,721310,Rooming & boarding houses,6,11/26/1982,,"(34.1964, -118.4563)"
0000001811-0001-0,COREY V MCCLOUD,,23657 MIRANDA STREET,WOODLAND HILLS,91367-5937,23657 MIRANDA 91367-5937,,,,561500,Travel arrangement & reservation services,3,01/01/1999,,"(34.1746, -118.6423)"
0000001832-0001-1,TARZANA TREATMENT CENTER INC,,7101 BAIRD AVENUE,RESEDA,91335-4150,7101 BAIRD 91335-4150,18646 OXNARD STREET,TARZANA,91356-1411,621399,Offices of all other miscellaneous health practitioners,3,07/24/1989,,
0000001842-0001-5,JHAROKH NASSIRI,,12256 BEAUFAIT AVENUE,NORTHRIDGE,91326-1104,12256 BEAUFAIT 91326-1104,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",12,01/01/2000,,"(34.2953, -118.5408)"
0000001875-0001-0,TYANA PARR,TY PARR MUSIC & ENTERTAINMENT,5015 COLDWATER CANYON AVENUE #15,SHERMAN OAKS,91423-1643,5015 COLDWATER CANYON 91423-1643,,,,561500,Travel arrangement & reservation services,4,01/01/1999,,"(34.1615, -118.4137)"
0000001895-0001-7,GNOSTIC INSTITUTE OF ANTHROPOLOGY,,14349 VICTORY BLVD #103,VAN NUYS,91401-6517,14349 VICTORY 91401-6517,,,,611000,"Educational services (including schools, colleges, & universities)",6,07/23/1997,,"(34.1866, -118.4454)"
0000001912-0002-1,DAVID LEE,,7956 VINELAND AVENUE,SUN VALLEY,91352-4476,7956 VINELAND 91352-4476,4362 LAUREL CANYON BLVD,STUDIO CITY,91604-1709,532290,Other consumer goods rental,2,01/01/2005,,"(34.2152, -118.3703)"
0000001915-0001-6,NATIONAL FOUNDATION FOR THE TREATMENT OF THE EMOTIONALLY HANDICAPPED,PENNY LANE,15260 RAYEN STREET,NORTH HILLS,91343-4468,15260 RAYEN 91343-4468,POST OFFICE BOX #2548,NORTH HILLS,91393-2548,623000,Nursing & residential care facilities,6,06/19/1974,,"(34.2318, -118.465)"
0000001943-0001-8,NATIONAL FOUNDATION FOR THE TREATMENT OF THE EMOTIONALLY HANDICAPPED,PENNY LANE,15256 ACRE STREET,NORTH HILLS,91343-5256,15256 ACRE 91343,POST OFFICE BOX #2548,NORTH HILLS,91393-2548,623000,Nursing & residential care facilities,6,06/19/1974,,"(34.2299, -118.465)"
0000001946-0001-1,NATIONAL FOUNDATION FOR THE TREATMENT OF THE EMOTIONALLY HANDICAPPED,PENNY LANE,15258 GRESHAM STREET,NORTH HILLS,91343-5212,15258 GRESHAM 91343, POST OFFICE BOX #2548,NORTH HILLS,91393-2548,623000,Nursing & residential care facilities,7,06/19/1974,,
0000001947-0001-6,NATIONAL FOUNDATION FOR THE TREATMENT OF THE EMOTIONALLY HANDICAPPED,PENNY LANE,15257 ACRE STREET,NORTH HILLS,91343-5255,15257 ACRE 91343-5255,POST OFFICE BOX #2548,NORTH HILLS,91393-2548,623000,Nursing & residential care facilities,6,06/19/1974,,"(34.2299, -118.465)"
0000001950-0001-8,NATIONAL FOUNDATION FOR THE TREATMENT OF THE EMOTIONALLY HANDICAPPED,PENNY LANE,15259 GRESHAM STREET,NORTH HILLS,91343-5247,15259 GRESHAM 91343,POST OFFICE BOX #2548,NORTH HILLS,91393-2548,623000,Nursing & residential care facilities,6,06/19/1974,,"(34.2309, -118.465)"
0000001973-0001-9,DAVID PAUL,#74026 | M. DAVID PAUL & ASSOCIATES,16130 VENTURA BLVD #130,ENCINO,91436-2524,16130 VENTURA 91436-2524,1055 W 7TH STREET SUITE #1500,LOS ANGELES,90017-5599,,,5,08/01/1990,,"(34.1564, -118.4843)"
0000001978-0001-1,SAM ROSS/MAURICE CUTLER,VENCOR MANAGEMENT,19730 VENTURA BLVD #2,WOODLAND HILLS,91364-2687,19730 VENTURA 91364-2687,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),3,08/01/1972,,"(34.1724, -118.5635)"
0000002055-0004-9,LOS ANGELES TRANSITION CENTER,,6012 TAMPA AVENUE,TARZANA,91356-1135,6012 TAMPA 91356-1135,,,,721310,Rooming & boarding houses,3,02/01/2012,,"(34.1797, -118.5534)"
0000002072-0001-8,HERITAGE COMMUNITY HOUSING INC,,9311 SEPULVEDA BLVD,NORTH HILLS,91343-3342,9311 SEPULVEDA 91343-3342,2000 E 4TH STREET #203,SANTA ANA,92705-3907,561110,Office administrative services,7,04/21/1999,,"(34.2393, -118.4677)"
0000002099-0001-7,HUSNUTDIN ZAIROV,AMERICAN CAPITAL LIMO,13843 OXNARD STREET #35,VAN NUYS,91401-3936,13843 OXNARD 91401-3936,6470 LONGRIDGE AVENUE,VAN NUYS,91401-1319,,,2,01/01/2000,,"(34.1794, -118.4347)"
0000002108-0001-8,BLESSINGS UNLIMITED/C,,18742 COLLINS STREET,TARZANA,91356-1497,18742 COLLINS 91356-1497,,,,511000,Publishing industries (except Internet),3,06/01/2001,,"(34.1745, -118.5423)"
0000002128-0001-5,ROBERT F FYKE,,8217 GARDEN GROVE AVENUE,RESEDA,91335-1401,8217 GARDEN GROVE 91335-1401,,,,561500,Travel arrangement & reservation services,12,01/01/1999,,"(34.2195, -118.5292)"
0000002131-0001-7,DEBORAH SMITH,,4151 ARCH DRIVE #308,STUDIO CITY,91604-3243,4151 ARCH 91604-3243,,,,561500,Travel arrangement & reservation services,2,01/01/2000,,
0000002137-0001-4,BENJAMIN SANTISTEBAN,,18300 COLLINS STREET #103,TARZANA,91356-2464,18300 COLLINS 91356-2464,,,,561500,Travel arrangement & reservation services,3,04/03/2000,,"(34.1748, -118.5308)"
0000002161-0001-8,KIM BROTHERS AUTO REPAIR,KIM BROTHER S AUTO REPAIR,8765 RESEDA BLVD #N,NORTHRIDGE,91324-6109,8765 RESEDA 91324-6109,,,,233210,Single Family Housing Construction (1997 NAICS),12,02/01/1992,,"(34.2301, -118.5361)"
0000002310-0001-1,ROY A SHELLOW,,5060 COLDWATER CANYON AVENUE,SHERMAN OAKS,91423-1672,5060 COLDWATER CANYON 91423-1672,541 N LARCHMONT BLVD,LOS ANGELES,90004-1305,531100,Lessors of real estate (including mini warehouses & self-storage units),4,04/01/1974,,"(34.1626, -118.4137)"
0000002369-0001-1,WORKING WIZARDS,,12328 GLADSTONE AVENUE #7,SYLMAR,91342-5326,12328 GLADSTONE 91342-5326,,,,561300,Employment services,7,,,
0000002406-0001-3,NORMAN R ROPER,SPLASH,22148 ROMAR STREET,CHATSWORTH,91311-2839,22148 ROMAR 91311-2839,2639 HIGHLAND AVENUE,SANTA MONICA,90405-4401,541600,"Management, scientific, & technical consulting services",12,01/01/1990,,
0000002514-0001-6,ROMULUS A KENEZ,ARK INSTALLATION SERVICES,8811 ZELZAH AVENUE,NORTHRIDGE,91325-3138,8811 ZELZAH 91325-3138,,,,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",12,02/11/1992,,"(34.231, -118.523)"
0000002622-0001-9,"SOBELMAN, COHEN, MOSS & ASSOCIATES LLP",,21031 VENTURA BLVD #210,WOODLAND HILLS,91364-2287,21031 VENTURA 91364-2287,,,,541219,Other accounting services,3,01/01/1992,,"(34.1667, -118.5914)"
0000002631-0001-8,"SOVETKY CHIROPRACTIC, INC.",,11020 BALBOA BLVD,GRANADA HILLS,91344-5007,11020 BALBOA 91344-5007,,,,621111,Offices of physicians (except mental health specialists),12,12/01/1991,,"(34.2705, -118.5022)"
0000002858-0001-3,YVETTE REDELL SCAIFE,MAMADELL W WIKPEDIA.ORG,6850 TOPANGA CANYON BLVD,CANOGA PARK,91303-2354,6850 TOPANGA CANYON 91303-2354,,,,,,3,02/15/2000,,"(34.1955, -118.6058)"
0000002948-0001-8,KATHIE A WILLIAMS,HATS DU JOUR,9217 INDEPENDENCE WAY,NORTH HILLS,91343-3466,9217 INDEPENDENCE 91343-3466,,,,424300,"Apparel, piece goods, & notions",7,01/01/2000,,"(34.2382, -118.4617)"
0000002978-0001-9,THE BEST PIZZA INC,QUICKIE'S PIZZA,4362 LAUREL CANYON BLVD,STUDIO CITY,91604-1709,4362 LAUREL CANYON 91604-1709,,,,722110,Full-service restaurants,2,12/01/1999,,"(34.1496, -118.3964)"
0000002982-0001-5,WAHBI HOLDINGS INC,SAM'S LIQUOR & MARKET | SAMS LIQUOR,15717 VANOWEN STREET,VAN NUYS,91406-5030,15717 VANOWEN 91406-5030,,,,,,6,01/05/2000,,"(34.1939, -118.4752)"
0000002989-0001-7,JON T EICHOLTZ,,14011 VENTURA BLVD #404,SHERMAN OAKS,91423-5209,14011 VENTURA 91423-5209,,,,,,4,01/01/2000,,"(34.149, -118.4374)"
0000003023-0001-1,MARK GREGORY SAVAGE,MARK SAVAGE PHOTOGRAPHY,7701 AMESTOY AVENUE,VAN NUYS,91406-2112,7701 AMESTOY 91406-2112,,,,541920,Photographic services,6,06/15/1999,,"(34.2104, -118.5055)"
0000003053-0001-2,JODY ELLEN DOWNHILL DVM,FALLBROOK VETERINARY CLINIC,5960 FALLBROOK AVENUE,WOODLAND HILLS,91367-3221,5960 FALLBROOK 91367-3221,,,,541940,Veterinary services,3,10/06/2003,,"(34.1785, -118.6233)"
0000003071-0001-1,SONIA MARIBEL VALLE,,12827 COVELLO STREET,NORTH HOLLYWOOD,91605-2031,12827 COVELLO 91605-2031,,,,,,2,01/05/2000,,"(34.2078, -118.4124)"
0000003086-0003-3,LABOR READY SOUTHWEST INC,LABOR READY 1510,12222 VICTORY BLVD,NORTH HOLLYWOOD,91606-3207,12222 VICTORY 91606-3207,POST OFFICE BOX #2910,TACOMA,98401-2910,,,2,01/01/1999,,"(34.1866, -118.3992)"
0000003086-0004-1,LABOR READY SOUTHWEST INC,BR #1545,8730 SEPULVEDA BLVD,NORTH HILLS,91343-5112,8730 SEPULVEDA 91343-5112,POST OFFICE BOX #2910,TACOMA,98401-2910,,,6,01/01/1999,,"(34.2289, -118.4676)"
0000003086-0005-0,LABOR READY SOUTHWEST INC,,6347 VARIEL AVENUE,WOODLAND HILLS,91367-2515,6347 VARIEL 91367-2515,POST OFFICE BOX #2910,TACOMA,98401-2910,,,3,01/01/1999,,"(34.1858, -118.5927)"
0000003091-0001-8,RANDALL HOLMES,,16761 MOORPARK STREET,ENCINO,91436-1069,16761 MOORPARK 91436-1069,,,,,,5,01/03/2000,,"(34.1605, -118.4984)"
0000003312-0001-8,HECTOR H RODAS,PETS R US 2000,7521 FALLBROOK AVENUE,WEST HILLS,91307-1504,7521 FALLBROOK 91307-1504,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",12,02/01/2000,,"(34.207, -118.6234)"
0000003324-0001-1,SHANNON E DALTON,A1 LIGHTING PRODUCTS,10148 RUFFNER AVENUE,NORTH HILLS,91343-1143,10148 RUFFNER 91343-1143,10148 RUFFNER AVENUE,NORTH HILLS,91343-1143,423990,Other miscellaneous durable goods,12,03/06/1992,,"(34.2551, -118.4968)"
0000003348-0001-6,BINANDO FAMILY PARTNERSHIP & LT FILIPPI INC & A BINANDO TRS,,10623 ATLANTA AVENUE,NORTHRIDGE,91326-2901,10623 ATLANTA 91326-2901,POST OFFICE BOX #1579,SANTA CLARITA,91386-1579,,,12,01/01/1990,,"(34.2629, -118.555)"
0000003358-0001-0,KENYON WILSON,,19050 SHERMAN WAY #237,RESEDA,91335-7717,19050 SHERMAN 91335-7717,,,,423600,Electrical & electronic goods,3,01/04/2000,,"(34.2011, -118.5486)"
0000003432-0001-3,"NICK J. BAN, D.D.S., INC.",NICK J BAN DDS,10723 RIVERSIDE DRIVE,TOLUCA LAKE,91602-2312,10723 RIVERSIDE 91602-2312,,,,621111,Offices of physicians (except mental health specialists),4,01/03/2000,,"(34.1522, -118.3644)"
0000003490-0001-6,CLIFFDALE MANUFACTURING INC,,20409 PRAIRIE STREET,CHATSWORTH,91311-6029,20409 PRAIRIE 91311-6029,,,,332000,Fabricated metal product mfg.,12,01/01/2000,,"(34.2391, -118.5777)"
0000003518-0001-1,GOLDBERG & GAGE,GOLDBERG & GAGE ATTORNEYS AT LAW,23002 VICTORY BLVD,WOODLAND HILLS,91367-1635,23002 VICTORY 91367-1635,,,,541100,Legal services,3,06/01/1991,,
0000003547-0001-8,AZTEC WINDOW & SCREEN CO INC,,10235 SEPULVEDA BLVD,MISSION HILLS,91345-2639,10235 SEPULVEDA 91345-2639,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",7,10/01/1974,,"(34.2564, -118.4675)"
0000003553-0001-3,TYLER INGLETT,,18606 CALVERT STREET,TARZANA,91335-6809,18606 CALVERT 91335-6809,18811 TOPHAM STREET,TARZANA,91335-6806,531100,Lessors of real estate (including mini warehouses & self-storage units),3,12/20/1997,,"(34.1818, -118.5381)"
0000003573-0001-1,SHERMAN WAY ASSOCIATES LLC,,20451 SHERMAN WAY,CANOGA PARK,91306-3109,20451 SHERMAN 91306-3109,15165 VENTURA BLVD #140,SHERMAN OAKS,91403-3390,531100,Lessors of real estate (including mini warehouses & self-storage units),3,01/01/2000,,
0000003579-0001-8,MILTON P KAPLAN MD AMC,,18370 BURBANK BLVD #501,TARZANA,91356-2836,18370 BURBANK 91356-2836,,,,,,3,10/01/1974,,"(34.1722, -118.5318)"
0000003648-0001-1,"ARCH-SUNSET 1 INVESTMENT COMPANY, LLC",,4100 ARCH DRIVE,STUDIO CITY,91604-3248,4100 ARCH 91604-3248,10660 WHITE OAK AVENUE,GRANADA HILLS,91344-5943,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/24/1998,,"(34.1421, -118.3717)"
0000003671-0001-0,PICO WESTSIDE PROPERTIES LLC,,3980 ELLENITA AVENUE,TARZANA,91356-5414,3980 ELLENITA 91356-5414,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),3,01/24/2000,,"(34.1424, -118.5593)"
0000003719-0001-2,NEZAR AMMARI,SMILEYS MARKET,14712 PARTHENIA STREET #A,PANORAMA CITY,91402-2992,14712 PARTHENIA 91402-2992,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",6,01/01/1999,,"(34.228, -118.4537)"
0000003757-0001-8,DENNIS M/JESSICA S DAVIS,EUROPA BICYCLE CENTER,14764 VENTURA BLVD,SHERMAN OAKS,91403-3642,14764 VENTURA 91403-3642,,,,451110,Sporting goods stores,4,11/01/1974,,"(34.152, -118.4553)"
0000003783-0001-1,ALBERT QUAN TRAN,MISS DONUT,18231 SHERMAN WAY,RESEDA,91335-4551,18231 SHERMAN 91335-4551,,,,722110,Full-service restaurants,3,01/01/2000,,"(34.2011, -118.5301)"
0000003824-0001-1,AERO SPECIALTIES,AERO SPECIALTIES,16644 ROSCOE BLVD BUILDING #1,VAN NUYS,91406-1103,16644 ROSCOE 91406-1103,7335 HAYVENHURST PLACE,VAN NUYS,91406-2802,488000,Support activities for transportation (including motor vehicle towing),6,11/01/1974,,"(34.2202, -118.4955)"
0000003840-0001-1,"SMALL WORLD PRESCHOOL, INC.",,15750 SAN FERNANDO MISSION BLVD,GRANADA HILLS,91344-4359,15750 SAN FERNANDO MISSION 91344-4359,,,,624410,Child day care services,12,01/01/2000,,"(34.2718, -118.4751)"
0000003848-0001-7,ELINOR E BRACKEN,,22020 CLARENDON STREET #107,WOODLAND HILLS,91367-6302,22020 CLARENDON 91367-6302,,,,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",3,02/01/1975,,"(34.1696, -118.6063)"
0000003857-0001-6,SALS AUTOMOTIVE INC,,14306 CALVERT STREET,VAN NUYS,91401-3321,14306 CALVERT 91401-3321,14306 CALVERT STREET,VAN NUYS,91401-3321,423100,Motor vehicle & motor vehicle parts & supplies,6,11/01/1974,,"(34.1816, -118.4445)"
0000003885-0001-8,JOSEPH JAMES COOK,COOK PLUMBING CO,11211 LOUISE AVENUE,GRANADA HILLS,91344-4106,11211 LOUISE 91344-4106,,,,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",12,01/01/1988,,"(34.2745, -118.5108)"
